fname	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	volta_mcs	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	composed_start	composed_end	composed_source	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	platform	source	translator	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	originalFormat	staff_1_instrument	staff_1_ambitus	staff_2_instrument	staff_2_ambitus
138 Jesu, meine Freude	1: 4/4	1: 1	13	13	52.0	19	19	76.0		208.0	188	62	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/138 Jesu, meine Freude.mscz	False	40-79 (E2-G5)	cap	Sopran/Alt	59-79 (B3-G5)	Tenor/Baß	40-64 (E2-E4)
139 Warum sollt ich mich denn grämen	1: 4/4	1: 1	13	13	52.0	13	13	52.0		208.0	207	67	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/139 Warum sollt ich mich denn grämen.mscz	False	43-76 (G2-E5)	cap	Sopran/Alt	59-76 (B3-E5)	Tenor/Baß	43-67 (G2-G4)
140 In allen meinen Taten	1: 4/4	1: 0	13	13	48.0	13	13	48.0		188.0	202	70	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/140 In allen meinen Taten.mscz	False	43-76 (G2-E5)	cap	Sopran/Alt	59-76 (B3-E5)	Tenor/Baß	43-66 (G2-F#4)
141 Seelenbräutigam	1: 4/4	1: 3	11	11	44.0	11	11	44.0		176.0	180	68	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/141 Seelenbräutigam.mscz	False	42-76 (F#2-E5)	cap	Sopran/Alt	61-76 (C#4-E5)	Tenor/Baß	42-66 (F#2-F#4)
142 Schwing dich auf zu deinem Gott	1: 4/4	1: -1	16	16	64.0	16	16	64.0		256.0	250	82	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/142 Schwing dich auf zu deinem Gott.mscz	False	43-77 (G2-F5)	cap	Sopran/Alt	61-77 (C#4-F5)	Tenor/Baß	43-67 (G2-G4)
143 In dulci jubilo	1: 3/4	1: -1	33	33	97.0	33	33	97.0		387.5	312	114	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/143 In dulci jubilo.mscz	False	36-74 (C2-D5)	cap	Sopran/Alt	57-74 (A3-D5)	Tenor/Baß	36-64 (C2-E4)
144 Wer in dem Schutz des Höchsten ist	1: 4/4	1: 3	13	13	52.0	18	18	72.0		188.0	204	74	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/144 Wer in dem Schutz des Höchsten ist.mscz	False	40-76 (E2-E5)	cap	Sopran/Alt	61-76 (C#4-E5)	Tenor/Baß	40-66 (E2-F#4)
145 Warum betrübst du dich, mein Herz	1: 4/4	1: 0	11	11	40.0	11	11	40.0		160.0	198	67	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/145 Warum betrübst du dich, mein Herz.mscz	False	38-76 (D2-E5)	cap	Sopran/Alt	64-76 (E4-E5)	Tenor/Baß	38-65 (D2-F4)
146 Wer nur den lieben Got läßt walten	1: 4/4	1: 0	11	11	36.0	17	17	56.0		144.0	172	57	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/146 Wer nur den lieben Got läßt walten.mscz	False	45-77 (A2-F5)	cap	Sopran/Alt	59-77 (B3-F5)	Tenor/Baß	45-64 (A2-E4)
147 Wenn ich in Angst und Not	1: 4/4	1: -3	15	15	57.0	15	15	57.0		212.0	203	72	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/147 Wenn ich in Angst und Not.mscz	False	39-75 (Eb2-Eb5)	cap	Sopran/Alt	58-75 (Bb3-Eb5)	Tenor/Baß	39-62 (Eb2-D4)
148 Uns ist ein Kindlein heut geborn	1: 4/4	1: 1	12	12	40.0	18	18	60.0		160.0	161	58	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/148 Uns ist ein Kindlein heut geborn.mscz	False	43-74 (G2-D5)	cap	Sopran/Alt	59-74 (B3-D5)	Tenor/Baß	43-62 (G2-D4)
149 Nicht so traurig, nicht so sehr	1: 4/4	1: -3	10	10	32.0	15	15	48.0		128.0	130	42	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/149 Nicht so traurig, nicht so sehr.mscz	False	43-79 (G2-G5)	cap	Sopran/Alt	58-79 (Bb3-G5)	Tenor/Baß	43-63 (G2-Eb4)
150 Welt ade, ich bin dein müde	1: 4/4, 15: 3/2	1: -2	22	22	104.0	22	22	104.0		509.0	292	78	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/150 Welt ade, ich bin dein müde.mscz	False	41-77 (F2-F5)	cap	Sopran/Alt	58-77 (Bb3-F5)	Tenor/Baß	41-65 (F2-F4)
151 Meinen Jesum laß ich nicht, Jesus	1: 4/4	1: 1	9	9	36.0	14	14	56.0		144.0	148	58	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/151 Meinen Jesum laß ich nicht, Jesus.mscz	False	43-76 (G2-E5)	cap	Sopran/Alt	62-76 (D4-E5)	Tenor/Baß	43-69 (G2-A4)
152 Meinen Jesum laß ich nicht, weil etc.	1: 4/4	1: 2	13	13	52.0	13	13	52.0		208.0	238	89	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/152 Meinen Jesum laß ich nicht, weil etc..mscz	False	40-76 (E2-E5)	cap	Sopran/Alt	57-76 (A3-E5)	Tenor/Baß	40-64 (E2-E4)
153 Alle Menschen müssen sterben	1: 4/4	1: 2	12	12	48.0	16	16	64.0		192.0	193	70	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/153 Alle Menschen müssen sterben.mscz	False	38-74 (D2-D5)	cap	Sopran/Alt	59-74 (B3-D5)	Tenor/Baß	38-59 (D2-B3)
154 Der du bist drei in Einigkeit	1: 4/4	1: 0	9	9	32.0	9	9	32.0		128.0	147	58	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/154 Der du bist drei in Einigkeit.mscz	False	43-72 (G2-C5)	cap	Sopran/Alt	59-72 (B3-C5)	Tenor/Baß	43-62 (G2-D4)
155 Hilf, Herr Jesu, laß gelingen	1: 3/4	1: -1	24	24	72.0	24	24	72.0		288.0	237	88	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/155 Hilf, Herr Jesu, laß gelingen.mscz	False	36-77 (C2-F5)	cap	Sopran/Alt	62-77 (D4-F5)	Tenor/Baß	36-67 (C2-G4)
156 Ach Gott, wie manches Herzeleid	1: 4/4	1: 3	9	9	32.0	9	9	32.0		128.0	166	56	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/156 Ach Gott, wie manches Herzeleid.mscz	False	45-74 (A2-D5)	cap	Sopran/Alt	57-74 (A3-D5)	Tenor/Baß	45-69 (A2-A4)
157 Wo Gott zum Haus nicht gibt sein Gunst	1: 4/4	1: -1	9	9	32.0	9	9	32.0		128.0	159	60	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/157 Wo Gott zum Haus nicht gibt sein Gunst.mscz	False	41-77 (F2-F5)	cap	Sopran/Alt	60-77 (C4-F5)	Tenor/Baß	41-65 (F2-F4)
158 Der Tag, der ist so freudenreich	1: 4/4	1: 1	18	18	64.0	23	23	80.0		256.0	293	111	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/158 Der Tag, der ist so freudenreich.mscz	False	38-76 (D2-E5)	cap	Sopran/Alt	55-76 (G3-E5)	Tenor/Baß	38-66 (D2-F#4)
159 Als der gütige Gott	1: 4/4	1: 1	11	11	40.0	11	11	40.0		148.0	143	55	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/159 Als der gütige Gott.mscz	False	38-74 (D2-D5)	cap	Sopran/Alt	59-74 (B3-D5)	Tenor/Baß	38-64 (D2-E4)
160 Gelobet seist du, Jesu Christ	1: 4/4	1: 0	11	11	41.0	11	11	41.0		164.0	173	59	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/160 Gelobet seist du, Jesu Christ.mscz	False	43-76 (G2-E5)	cap	Sopran/Alt	57-76 (A3-E5)	Tenor/Baß	43-65 (G2-F4)
161 Ihr Gestirn, ihr hohlen Lüfte	1: 3/4	1: -1	16	16	48.0	24	24	72.0		192.0	172	68	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/161 Ihr Gestirn, ihr hohlen Lüfte.mscz	False	38-77 (D2-F5)	cap	Sopran/Alt	57-77 (A3-F5)	Tenor/Baß	38-65 (D2-F4)
162 Das alte Jahr vergangen ist	1: 4/4	1: 0	13	13	48.0	13	13	48.0		192.0	247	89	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/162 Das alte Jahr vergangen ist.mscz	False	42-74 (F#2-D5)	cap	Sopran/Alt	60-74 (C4-D5)	Tenor/Baß	42-62 (F#2-D4)
163 Für Freuden laßt uns springen	1: 4/4	1: -2	11	11	36.0	16	16	52.0		144.0	198	73	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/163 Für Freuden laßt uns springen.mscz	False	43-77 (G2-F5)	cap	Sopran/Alt	60-77 (C4-F5)	Tenor/Baß	43-67 (G2-G4)
164 Du großer Schmerzensmann	1: 4/4	1: 1	17	17	65.0	17	17	65.0		240.0	230	84	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/164 Du großer Schmerzensmann.mscz	False	40-74 (E2-D5)	cap	Sopran/Alt	59-74 (B3-D5)	Tenor/Baß	40-64 (E2-E4)
165 O Lamm Gottes, unschuldig	1: 4/4	1: -1	13	13	44.0	18	18	60.0		176.0	207	82	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/165 O Lamm Gottes, unschuldig.mscz	False	36-74 (C2-D5)	cap	Sopran/Alt	55-74 (G3-D5)	Tenor/Baß	36-65 (C2-F4)
166 Es stehn vor Gottes Throne	1: 4/4	1: -1	15	15	52.0	15	15	52.0		208.0	235	84	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/166 Es stehn vor Gottes Throne.mscz	False	38-72 (D2-C5)	cap	Sopran/Alt	58-72 (Bb3-C5)	Tenor/Baß	38-64 (D2-E4)
167 Herr Gott, dich loben wir alle	1: 3/4	1: -2	17	17	48.0	17	17	48.0		192.0	189	81	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/167 Herr Gott, dich loben wir alle.mscz	False	38-77 (D2-F5)	cap	Sopran/Alt	62-77 (D4-F5)	Tenor/Baß	38-63 (D2-Eb4)
168 Heut ist, o Mensch, ein großer Trauertag	1: 4/4	1: -1	10	10	36.0	20	20	72.0		136.0	140	57	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/168 Heut ist, o Mensch, ein großer Trauertag.mscz	False	41-74 (F2-D5)	cap	Sopran/Alt	57-74 (A3-D5)	Tenor/Baß	41-65 (F2-F4)
169 Jesu, der du selbsten wohl	1: 4/4	1: 3	16	16	64.0	16	16	64.0		256.0	278	101	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/169 Jesu, der du selbsten wohl.mscz	False	40-76 (E2-E5)	cap	Sopran/Alt	59-76 (B3-E5)	Tenor/Baß	40-66 (E2-F#4)
170 Nun komm, der Heiden Heiland	1: 4/4	1: 0	8	8	32.0	8	8	32.0		128.0	147	53	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/170 Nun komm, der Heiden Heiland.mscz	False	38-76 (D2-E5)	cap	Sopran/Alt	60-76 (C4-E5)	Tenor/Baß	38-65 (D2-F4)
171 Schaut, ihr Sünder	1: 4/4	1: -1	12	12	48.0	12	12	48.0		176.0	174	63	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/171 Schaut, ihr Sünder.mscz	False	38-75 (D2-Eb5)	cap	Sopran/Alt	55-75 (G3-Eb5)	Tenor/Baß	38-67 (D2-G4)
172 Sei gegrüßet, Jesu gütig	1: 4/4	1: -2	14	14	54.0	14	14	54.0		216.0	228	79	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/172 Sei gegrüßet, Jesu gütig.mscz	False	38-75 (D2-Eb5)	cap	Sopran/Alt	62-75 (D4-Eb5)	Tenor/Baß	38-67 (D2-G4)
173 O Herzenangst	1: 3/4	1: -3	18	18	54.0	18	18	54.0		216.0	178	60	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/173 O Herzenangst.mscz	False	39-77 (Eb2-F5)	cap	Sopran/Alt	58-77 (Bb3-F5)	Tenor/Baß	39-62 (Eb2-D4)
174 Jesus Christus, unser Heiland, der den Tod	1: 4/4	1: -1	11	11	44.0	11	11	44.0		164.0	165	65	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/174 Jesus Christus, unser Heiland, der den Tod.mscz	False	38-72 (D2-C5)	cap	Sopran/Alt	55-72 (G3-C5)	Tenor/Baß	38-62 (D2-D4)
175 Jesus, meine Zuversicht	1: 4/4	1: 0	9	9	36.0	14	14	56.0		144.0	148	54	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/175 Jesus, meine Zuversicht.mscz	False	36-76 (C2-E5)	cap	Sopran/Alt	55-76 (G3-E5)	Tenor/Baß	36-64 (C2-E4)
176 Erstanden ist der heilige Christ	1: 3/4	1: -1	17	17	49.0	17	17	49.0		196.0	197	82	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/176 Erstanden ist der heilige Christ.mscz	False	41-72 (F2-C5)	cap	Sopran/Alt	57-72 (A3-C5)	Tenor/Baß	41-64 (F2-E4)
177 Ach bleib bei uns, Herr Jesu Christ	1: 4/4	1: 3	11	11	40.0	11	11	40.0		160.0	164	58	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/177 Ach bleib bei uns, Herr Jesu Christ.mscz	False	45-76 (A2-E5)	cap	Sopran/Alt	61-76 (C#4-E5)	Tenor/Baß	45-64 (A2-E4)
178 Das neugeborne Kindelein	1: 3/4	1: -2	16	16	48.0	16	16	48.0		192.0	156	49	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/178 Das neugeborne Kindelein.mscz	False	38-79 (D2-G5)	cap	Sopran/Alt	62-79 (D4-G5)	Tenor/Baß	38-67 (D2-G4)
179 Wachet auf, ruft uns die Stimme	1: 4/4	1: -3	18	18	68.0	26	26	99.0		256.0	276	100	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/179 Wachet auf, ruft uns die Stimme.mscz	False	39-79 (Eb2-G5)	cap	Sopran/Alt	58-79 (Bb3-G5)	Tenor/Baß	39-65 (Eb2-F4)
180 Als Jesus Christus in der Nacht	1: 4/4	1: 0	9	9	32.0	9	9	32.0		128.0	141	53	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/180 Als Jesus Christus in der Nacht.mscz	False	38-74 (D2-D5)	cap	Sopran/Alt	57-74 (A3-D5)	Tenor/Baß	38-65 (D2-F4)
181 Gott hat das Evangelium	1: 4/4	1: 1	12	12	44.0	12	12	44.0		176.0	200	73	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/181 Gott hat das Evangelium.mscz	False	40-74 (E2-D5)	cap	Sopran/Alt	59-74 (B3-D5)	Tenor/Baß	40-67 (E2-G4)
182 Wär Gott nicht mit uns diese Zeit	1: 4/4	1: -2	12	12	40.0	17	17	56.0		160.0	220	78	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/182 Wär Gott nicht mit uns diese Zeit.mscz	False	43-74 (G2-D5)	cap	Sopran/Alt	57-74 (A3-D5)	Tenor/Baß	43-67 (G2-G4)
183 Nun freut euch, lieben Christen gmein	1: 4/4	1: 1	12	12	40.0	17	17	56.0		160.0	206	80	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/183 Nun freut euch, lieben Christen gmein.mscz	False	43-76 (G2-E5)	cap	Sopran/Alt	57-76 (A3-E5)	Tenor/Baß	43-64 (G2-E4)
184 Christ lag in Todesbanden	1: 4/4	1: 0	14	14	49.0	19	19	65.0		192.0	212	74	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/184 Christ lag in Todesbanden.mscz	False	38-76 (D2-E5)	cap	Sopran/Alt	57-76 (A3-E5)	Tenor/Baß	38-65 (D2-F4)
185 Nun freut euch, Gottes Kinder all	1: 4/4	1: 0	9	9	32.0	9	9	32.0		128.0	158	62	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/185 Nun freut euch, Gottes Kinder all.mscz	False	38-74 (D2-D5)	cap	Sopran/Alt	57-74 (A3-D5)	Tenor/Baß	38-65 (D2-F4)
186 Ach Gott, erhör mein Seufzen	1: 4/4	1: 0	12	12	44.0	12	12	44.0		176.0	207	77	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/186 Ach Gott, erhör mein Seufzen.mscz	False	38-70 (D2-Bb4)	cap	Sopran/Alt	57-70 (A3-Bb4)	Tenor/Baß	38-62 (D2-D4)
187 Komm, Gott Schöpfer, Heiliger Geist	1: 4/4	1: 0	9	9	32.0	9	9	32.0		128.0	146	55	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/187 Komm, Gott Schöpfer, Heiliger Geist.mscz	False	36-76 (C2-E5)	cap	Sopran/Alt	59-76 (B3-E5)	Tenor/Baß	36-65 (C2-F4)
188 Ich danke dir schon durch deinen Sohn	1: 3/4	1: -1	16	16	48.0	16	16	48.0		192.0	160	61	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/188 Ich danke dir schon durch deinen Sohn.mscz	False	43-74 (G2-D5)	cap	Sopran/Alt	60-74 (C4-D5)	Tenor/Baß	43-67 (G2-G4)
189 Herr Jesu Christ, wahr' Mensch und Gott	1: 4/4	1: 3	9	9	32.0	9	9	32.0		128.0	157	59	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/189 Herr Jesu Christ, wahr' Mensch und Gott.mscz	False	45-78 (A2-F#5)	cap	Sopran/Alt	57-78 (A3-F#5)	Tenor/Baß	45-66 (A2-F#4)
190 Herr, nun laß in Friede	1: 4/4	1: 0	12	12	48.0	12	12	48.0		192.0	200	80	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/190 Herr, nun laß in Friede.mscz	False	40-76 (E2-E5)	cap	Sopran/Alt	59-76 (B3-E5)	Tenor/Baß	40-64 (E2-E4)
191 Von Gott will ich nicht lassen	1: 4/4	1: 0	14	14	48.0	19	19	64.0		192.0	175	56	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/191 Von Gott will ich nicht lassen.mscz	False	40-76 (E2-E5)	cap	Sopran/Alt	60-76 (C4-E5)	Tenor/Baß	40-65 (E2-F4)
192 Gottlob, es geht nunmehr zu Ende	1: 3/4	1: -2	16	16	48.0	24	24	72.0		192.0	152	49	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/192 Gottlob, es geht nunmehr zu Ende.mscz	False	41-77 (F2-F5)	cap	Sopran/Alt	60-77 (C4-F5)	Tenor/Baß	41-67 (F2-G4)
193 Was bist du doch, o Seele, so betrübt	1: 4/4	1: 0	10	10	38.0	13	13	50.0		136.0	134	49	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/193 Was bist du doch, o Seele, so betrübt.mscz	False	40-77 (E2-F5)	cap	Sopran/Alt	62-77 (D4-F5)	Tenor/Baß	40-64 (E2-E4)
194 Liebster Immanuel, Herzog aller Frommen	1: 3/2	1: 2	16	16	96.0	24	24	144.0		384.0	179	56	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/194 Liebster Immanuel, Herzog aller Frommen.mscz	False	42-74 (F#2-D5)	cap	Sopran/Alt	57-74 (A3-D5)	Tenor/Baß	42-64 (F#2-E4)
195 Wie schön leuchtet der Morgenstern	1: 4/4	1: 2	16	16	56.0	23	23	80.0		220.0	231	83	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/195 Wie schön leuchtet der Morgenstern.mscz	False	42-74 (F#2-D5)	cap	Sopran/Alt	57-74 (A3-D5)	Tenor/Baß	42-66 (F#2-F#4)
196 Da der Herr Christ zu Tische saß	1: 4/4	1: -3	13	13	48.0	13	13	48.0		192.0	234	89	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/196 Da der Herr Christ zu Tische saß.mscz	False	39-77 (Eb2-F5)	cap	Sopran/Alt	60-77 (C4-F5)	Tenor/Baß	39-63 (Eb2-Eb4)
197 Christ ist erstanden	1: 4/4	1: 0	31	31	118.0	31	31	118.0		468.0	555	223	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/197 Christ ist erstanden.mscz	False	36-74 (C2-D5)	cap	Sopran/Alt	55-74 (G3-D5)	Tenor/Baß	36-65 (C2-F4)
198 Christus, der uns selig macht	1: 4/4	1: 0	17	17	67.0	17	17	67.0		268.0	311	119	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/198 Christus, der uns selig macht.mscz	False	37-76 (C#2-E5)	cap	Sopran/Alt	55-76 (G3-E5)	Tenor/Baß	37-65 (C#2-F4)
199 Hilf, Gott, daß mirs gelinge	1: 3/4	1: -1	23	23	63.0	32	32	87.0		252.0	233	101	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/199 Hilf, Gott, daß mirs gelinge.mscz	False	38-74 (D2-D5)	cap	Sopran/Alt	57-74 (A3-D5)	Tenor/Baß	38-65 (D2-F4)
200 Christus ist erstanden, hat überwunden	1: 4/4	1: 0	15	15	60.0	15	15	60.0		240.0	259	100	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/200 Christus ist erstanden, hat überwunden.mscz	False	38-75 (D2-Eb5)	cap	Sopran/Alt	62-75 (D4-Eb5)	Tenor/Baß	38-67 (D2-G4)
201 O Mensch, bewein dein Sünde groß	1: 4/4	1: -3	20	20	72.0	27	27	96.0		288.0	343	128	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/201 O Mensch, bewein dein Sünde groß.mscz	False	39-75 (Eb2-Eb5)	cap	Sopran/Alt	58-75 (Bb3-Eb5)	Tenor/Baß	39-65 (Eb2-F4)
202 O wir armen Sünder	1: 4/4	1: 2	27	27	108.0	27	27	108.0		432.0	382	158	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/202 O wir armen Sünder.mscz	False	38-76 (D2-E5)	cap	Sopran/Alt	57-76 (A3-E5)	Tenor/Baß	38-66 (D2-F#4)
203 O Mensch, schau Jesum Christum an	1: 3/4	1: -1	21	21	63.0	21	21	63.0		252.0	239	98	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/203 O Mensch, schau Jesum Christum an.mscz	False	38-74 (D2-D5)	cap	Sopran/Alt	54-74 (F#3-D5)	Tenor/Baß	38-63 (D2-Eb4)
204 Wer weiß, wie nahe mir mein Ende	1: 4/4	1: -2	11	11	36.0	17	17	56.0		144.0	142	39	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			4.0.2	1.2.10	MS3	MS3/204 Wer weiß, wie nahe mir mein Ende.mscz	False	38-74 (D2-D5)	cap	Sopran/Alt	57-74 (A3-D5)	Tenor/Baß	38-63 (D2-Eb4)
